K,start_idx,u,domain,chi,sig_str,t_norm,t_max_abs,rs_size,rs_coord_radius,safe_elision,danger_zone
11,10,0,Z,000,E,1.41,1,1,0,1,0
11,11,0,Z,000,E,3.74,3,1,0,1,0
11,12,0,Z,000,E,1.41,1,1,0,1,0
11,13,0,Z,000,E,3.74,3,1,0,1,0
11,14,0,Z,001,2:1,2.45,2,5,2,1,0
11,15,0,Z,000,E,0.00,0,1,0,0,1
11,16,0,Z,010,1:-2,2.45,2,3,2,1,0
11,17,0,Z,000,E,2.45,2,1,0,1,0
11,18,0,Z,100,E,2.83,2,1,0,1,0
11,19,0,Z,000,E,1.41,1,1,0,1,0
11,20,0,Z,001,2:1,1.41,1,5,2,0,1
11,21,0,Z,000,E,1.41,1,1,0,1,0
11,22,0,Z,010,1:-2,3.74,3,3,2,1,0
11,23,0,Z,001,2:1,3.16,3,5,2,1,0
11,24,0,Z,100,E,2.83,2,1,0,1,0
11,25,0,Z,010,1:-2,3.16,3,3,2,1,0
11,26,0,Z,000,E,2.45,2,1,0,1,0
11,27,0,Z,100,E,2.83,2,1,0,1,0
11,28,0,Z,000,E,2.45,2,1,0,1,0
11,29,0,Z,000,E,2.45,2,1,0,1,0
11,30,0,Z,000,E,1.41,1,1,0,1,0
11,31,0,Z,000,E,3.74,3,1,0,1,0
11,32,0,Z,001,2:1,2.45,2,5,2,1,0
11,33,0,Z,000,E,0.00,0,1,0,0,1
11,34,0,Z,010,1:-2,3.74,3,3,2,1,0
11,35,0,Z,000,E,1.41,1,1,0,1,0
11,36,0,Z,100,E,3.74,3,1,0,1,0
11,37,0,Z,000,E,1.41,1,1,0,1,0
11,38,0,Z,000,E,3.74,3,1,0,1,0
11,39,0,Z,000,E,1.41,1,1,0,1,0
11,40,0,Z,000,E,2.45,2,1,0,1,0
11,41,0,Z,001,2:1,2.45,2,5,2,1,0
11,42,0,Z,000,E,2.45,2,1,0,1,0
11,43,0,Z,010,1:-2,2.45,2,3,2,1,0
11,44,0,Z,000,E,1.41,1,1,0,1,0
11,45,0,Z,100,E,3.74,3,1,0,1,0
11,46,0,Z,000,E,2.45,2,1,0,1,0
11,47,0,Z,001,2:1,1.41,1,5,2,0,1
11,48,0,Z,000,E,2.83,2,1,0,1,0
11,49,0,Z,010,1:-2,1.41,1,3,2,1,0
11,0,1,Z,100,1:1,1.00,1,3,1,0,1
11,1,1,Z,000,E,3.74,3,1,0,1,0
11,2,1,Z,001,3:1,3.32,3,5,2,1,0
11,3,1,Z,000,E,3.74,3,1,0,1,0
11,4,1,Z,010,2:-2,2.45,2,5,4,1,0
11,5,1,Z,001,3:1,2.24,2,5,2,0,1
11,6,1,Z,100,1:1,2.24,2,3,1,1,0
11,7,1,Z,010,2:-2,5.10,5,5,4,1,0
11,8,1,Z,000,E,2.45,2,1,0,1,0
11,9,1,Z,100,1:1,3.00,2,3,1,1,0
11,10,1,Z,000,E,1.41,1,1,0,1,0
11,11,1,Z,000,E,2.45,2,1,0,1,0
11,12,1,Z,000,E,2.83,2,1,0,1,0
11,13,1,Z,000,E,2.45,2,1,0,1,0
11,14,1,Z,001,3:1,3.32,3,5,2,1,0
11,15,1,Z,000,E,1.41,1,1,0,1,0
11,16,1,Z,010,2:-2,3.16,3,5,4,1,0
11,17,1,Z,000,E,2.83,2,1,0,1,0
11,18,1,Z,100,1:1,2.24,2,3,1,1,0
11,19,1,Z,000,E,1.41,1,1,0,1,0
11,20,1,Z,001,3:1,2.24,2,5,2,0,1
11,21,1,Z,000,E,1.41,1,1,0,1,0
11,22,1,Z,010,2:-2,3.74,3,5,4,1,0
11,23,1,Z,001,3:1,3.00,2,5,2,1,0
11,24,1,Z,100,1:1,2.24,2,3,1,1,0
11,25,1,Z,010,2:-2,4.24,4,5,4,1,0
11,26,1,Z,000,E,2.83,2,1,0,1,0
11,27,1,Z,100,1:1,1.00,1,3,1,0,1
11,28,1,Z,000,E,3.74,3,1,0,1,0
11,29,1,Z,000,E,1.41,1,1,0,1,0
11,30,1,Z,000,E,2.83,2,1,0,1,0
11,31,1,Z,000,E,2.45,2,1,0,1,0
11,32,1,Z,001,3:1,3.32,3,5,2,1,0
11,33,1,Z,000,E,2.83,2,1,0,1,0
11,34,1,Z,010,2:-2,4.90,4,5,4,1,0
11,35,1,Z,000,E,2.45,2,1,0,1,0
11,36,1,Z,100,1:1,3.00,2,3,1,1,0
11,37,1,Z,000,E,1.41,1,1,0,1,0
11,38,1,Z,000,E,2.45,2,1,0,1,0
11,39,1,Z,000,E,1.41,1,1,0,1,0
11,40,1,Z,000,E,2.45,2,1,0,1,0
11,41,1,Z,001,3:1,3.00,2,5,2,1,0
11,42,1,Z,000,E,3.74,3,1,0,1,0
11,43,1,Z,010,2:-2,3.16,3,5,4,1,0
11,44,1,Z,000,E,1.41,1,1,0,1,0
11,45,1,Z,100,1:1,3.00,2,3,1,1,0
11,46,1,Z,000,E,0.00,0,1,0,0,1
11,47,1,Z,001,3:1,1.73,1,5,2,0,1
11,48,1,Z,000,E,3.74,3,1,0,1,0
11,49,1,Z,010,2:-2,2.45,2,5,4,1,0
11,0,2,Z,100,2:1,1.41,1,5,2,0,1
11,1,2,Z,000,E,3.74,3,1,0,1,0
11,2,2,Z,001,4:1,3.74,3,3,2,1,0
11,3,2,Z,000,E,2.45,2,1,0,1,0
11,4,2,Z,010,3:-2,3.74,3,5,4,1,0
11,5,2,Z,001,4:1,3.74,3,3,2,1,0
11,6,2,Z,100,2:1,2.45,2,5,2,1,0
11,7,2,Z,010,3:-2,5.10,5,5,4,1,0
11,8,2,Z,000,E,4.24,3,1,0,1,0
11,9,2,Z,100,2:1,2.00,2,5,2,0,1
11,10,2,Z,000,E,3.74,3,1,0,1,0
11,11,2,Z,000,E,2.45,2,1,0,1,0
11,12,2,Z,000,E,2.83,2,1,0,1,0
11,13,2,Z,000,E,2.45,2,1,0,1,0
11,14,2,Z,001,4:1,2.45,2,3,2,0,1
11,15,2,Z,000,E,1.41,1,1,0,1,0
11,16,2,Z,010,3:-2,4.24,4,5,4,1,0
11,17,2,Z,000,E,2.45,2,1,0,1,0
11,18,2,Z,100,2:1,2.00,2,5,2,0,1
11,19,2,Z,000,E,1.41,1,1,0,1,0
11,20,2,Z,001,4:1,2.45,2,3,2,0,1
11,21,2,Z,000,E,2.83,2,1,0,1,0
11,22,2,Z,010,3:-2,4.24,3,5,4,1,0
11,23,2,Z,001,4:1,2.45,2,3,2,0,1
11,24,2,Z,100,2:1,2.00,2,5,2,0,1
11,25,2,Z,010,3:-2,5.10,4,5,4,1,0
11,26,2,Z,000,E,2.45,2,1,0,1,0
11,27,2,Z,100,2:1,1.41,1,5,2,0,1
11,28,2,Z,000,E,3.74,3,1,0,1,0
11,29,2,Z,000,E,1.41,1,1,0,1,0
11,30,2,Z,000,E,2.83,2,1,0,1,0
11,31,2,Z,000,E,2.45,2,1,0,1,0
11,32,2,Z,001,4:1,2.45,2,3,2,0,1
11,33,2,Z,000,E,2.83,2,1,0,1,0
11,34,2,Z,010,3:-2,6.16,5,5,4,1,0
11,35,2,Z,000,E,4.24,3,1,0,1,0
11,36,2,Z,100,2:1,2.00,2,5,2,0,1
11,37,2,Z,000,E,3.74,3,1,0,1,0
11,38,2,Z,000,E,2.45,2,1,0,1,0
11,39,2,Z,000,E,1.41,1,1,0,1,0
11,40,2,Z,000,E,1.41,1,1,0,1,0
11,41,2,Z,001,4:1,3.74,3,3,2,1,0
11,42,2,Z,000,E,1.41,1,1,0,1,0
11,43,2,Z,010,3:-2,4.24,4,5,4,1,0
11,44,2,Z,000,E,3.74,3,1,0,1,0
11,45,2,Z,100,2:1,2.00,2,5,2,0,1
11,46,2,Z,000,E,1.41,1,1,0,1,0
11,47,2,Z,001,4:1,3.16,3,3,2,1,0
11,48,2,Z,000,E,2.45,2,1,0,1,0
11,49,2,Z,010,3:-2,3.74,3,5,4,1,0
11,0,3,P,100,3:1,3.32,3,5,2,1,0
11,1,3,P,001,E,2.83,2,1,0,1,0
11,2,3,P,000,E,3.74,3,1,0,1,0
11,3,3,P,000,E,2.45,2,1,0,1,0
11,4,3,P,011,4:-2,4.69,3,3,4,1,0
11,5,3,P,000,E,2.83,2,1,0,1,0
11,6,3,P,100,3:1,3.32,3,5,2,1,0
11,7,3,P,010,4:-2,5.83,5,3,4,1,0
11,8,3,P,000,E,4.24,3,1,0,1,0
11,9,3,P,100,3:1,2.24,2,5,2,0,1
11,10,3,P,000,E,5.10,4,1,0,1,0
11,11,3,P,000,E,1.41,1,1,0,1,0
11,12,3,P,000,E,2.83,2,1,0,1,0
11,13,3,P,001,E,2.83,2,1,0,1,0
11,14,3,P,000,E,1.41,1,1,0,1,0
11,15,3,P,000,E,3.74,3,1,0,1,0
11,16,3,P,010,4:-2,4.90,4,3,4,0,1
11,17,3,P,000,E,2.45,2,1,0,1,0
11,18,3,P,100,3:1,3.00,2,5,2,1,0
11,19,3,P,001,E,2.45,2,1,0,1,0
11,20,3,P,000,E,1.41,1,1,0,1,0
11,21,3,P,000,E,5.66,4,1,0,1,0
11,22,3,P,011,4:-2,5.10,4,3,4,1,0
11,23,3,P,000,E,1.41,1,1,0,1,0
11,24,3,P,100,3:1,2.24,2,5,2,1,0
11,25,3,P,010,4:-2,5.10,4,3,4,1,0
11,26,3,P,000,E,2.45,2,1,0,1,0
11,27,3,P,100,3:1,3.32,3,5,2,1,0
11,28,3,P,000,E,3.74,3,1,0,1,0
11,29,3,P,000,E,1.41,1,1,0,1,0
11,30,3,P,000,E,2.83,2,1,0,1,0
11,31,3,P,001,E,2.83,2,1,0,1,0
11,32,3,P,000,E,1.41,1,1,0,1,0
11,33,3,P,000,E,4.90,4,1,0,1,0
11,34,3,P,010,4:-2,6.48,5,3,4,1,0
11,35,3,P,000,E,4.24,3,1,0,1,0
11,36,3,P,100,3:1,2.24,2,5,2,0,1
11,37,3,P,000,E,5.10,4,1,0,1,0
11,38,3,P,000,E,1.41,1,1,0,1,0
11,39,3,P,000,E,2.45,2,1,0,1,0
11,40,3,P,001,E,1.41,1,1,0,1,0
11,41,3,P,000,E,3.74,3,1,0,1,0
11,42,3,P,000,E,1.41,1,1,0,1,0
11,43,3,P,010,4:-2,5.48,5,3,4,1,0
11,44,3,P,000,E,3.74,3,1,0,1,0
11,45,3,P,100,3:1,2.24,2,5,2,0,1
11,46,3,P,001,E,2.83,2,1,0,1,0
11,47,3,P,000,E,2.45,2,1,0,1,0
11,48,3,P,000,E,2.45,2,1,0,1,0
11,49,3,P,011,4:-2,4.69,3,3,4,1,0
11,0,4,M,100,4:1,3.16,3,3,2,1,0
11,1,4,M,001,1:1,3.61,3,3,1,1,0
11,2,4,M,000,E,1.41,1,1,0,1,0
11,3,4,M,010,E,1.41,1,1,0,1,0
11,4,4,M,001,1:1,3.00,2,3,1,1,0
11,5,4,M,000,E,3.74,3,1,0,1,0
11,6,4,M,110,4:1,4.69,3,3,2,1,0
11,7,4,M,000,E,2.83,2,1,0,1,0
11,8,4,M,000,E,2.45,2,1,0,1,0
11,9,4,M,100,4:1,3.16,3,3,2,1,0
11,10,4,M,000,E,5.66,4,1,0,1,0
11,11,4,M,000,E,1.41,1,1,0,1,0
11,12,4,M,000,E,1.41,1,1,0,1,0
11,13,4,M,001,1:1,2.24,2,3,1,1,0
11,14,4,M,000,E,1.41,1,1,0,1,0
11,15,4,M,010,E,3.74,3,1,0,1,0
11,16,4,M,000,E,2.45,2,1,0,1,0
11,17,4,M,000,E,2.45,2,1,0,1,0
11,18,4,M,100,4:1,2.45,2,3,2,1,0
11,19,4,M,001,1:1,2.24,2,3,1,1,0
11,20,4,M,000,E,1.41,1,1,0,1,0
11,21,4,M,010,E,5.10,4,1,0,1,0
11,22,4,M,001,1:1,1.00,1,3,1,0,1
11,23,4,M,000,E,3.74,3,1,0,1,0
11,24,4,M,110,4:1,3.74,3,3,2,1,0
11,25,4,M,000,E,2.45,2,1,0,1,0
11,26,4,M,000,E,2.45,2,1,0,1,0
11,27,4,M,100,4:1,3.16,3,3,2,1,0
11,28,4,M,000,E,4.90,4,1,0,1,0
11,29,4,M,000,E,1.41,1,1,0,1,0
11,30,4,M,000,E,1.41,1,1,0,1,0
11,31,4,M,001,1:1,2.24,2,3,1,1,0
11,32,4,M,000,E,1.41,1,1,0,1,0
11,33,4,M,010,E,5.10,4,1,0,1,0
11,34,4,M,000,E,2.83,2,1,0,1,0
11,35,4,M,000,E,2.45,2,1,0,1,0
11,36,4,M,100,4:1,3.16,3,3,2,1,0
11,37,4,M,000,E,5.66,4,1,0,1,0
11,38,4,M,000,E,1.41,1,1,0,1,0
11,39,4,M,000,E,1.41,1,1,0,1,0
11,40,4,M,001,1:1,2.24,2,3,1,1,0
11,41,4,M,000,E,1.41,1,1,0,1,0
11,42,4,M,010,E,2.45,2,1,0,1,0
11,43,4,M,000,E,2.83,2,1,0,1,0
11,44,4,M,000,E,2.45,2,1,0,1,0
11,45,4,M,100,4:1,3.16,3,3,2,1,0
11,46,4,M,001,1:1,3.00,2,3,1,1,0
11,47,4,M,000,E,1.41,1,1,0,1,0
11,48,4,M,010,E,1.41,1,1,0,1,0
11,49,4,M,001,1:1,3.00,2,3,1,1,0
12,0,0,Z,100,E,1.41,1,1,0,1,0
12,1,0,Z,000,E,4.24,3,1,0,1,0
12,2,0,Z,001,4:1,3.74,3,3,2,1,0
12,3,0,Z,000,E,4.90,4,1,0,1,0
12,4,0,Z,010,2:-2,3.16,3,5,4,1,0
12,5,0,Z,001,4:1,3.16,3,3,2,1,0
12,6,0,Z,100,E,2.45,2,1,0,1,0
12,7,0,Z,010,2:-2,4.24,4,5,4,1,0
12,8,0,Z,000,E,3.74,3,1,0,1,0
12,9,0,Z,100,E,2.83,2,1,0,1,0
12,10,0,Z,000,E,1.41,1,1,0,1,0
12,11,0,Z,000,E,1.41,1,1,0,1,0
12,12,0,Z,000,E,4.24,3,1,0,1,0
12,13,0,Z,000,E,3.74,3,1,0,1,0
12,14,0,Z,001,4:1,4.24,4,3,2,1,0
12,15,0,Z,000,E,0.00,0,1,0,0,1
12,16,0,Z,010,2:-2,2.45,2,5,4,1,0
12,17,0,Z,000,E,3.74,3,1,0,1,0
12,18,0,Z,100,E,2.83,2,1,0,1,0
12,19,0,Z,000,E,1.41,1,1,0,1,0
12,20,0,Z,001,4:1,3.16,3,3,2,1,0
12,21,0,Z,000,E,2.45,2,1,0,1,0
12,22,0,Z,010,2:-2,3.16,3,5,4,1,0
12,23,0,Z,001,4:1,3.74,3,3,2,1,0
12,24,0,Z,100,E,2.83,2,1,0,1,0
12,25,0,Z,010,2:-2,3.74,3,5,4,1,0
12,26,0,Z,000,E,3.74,3,1,0,1,0
12,27,0,Z,100,E,1.41,1,1,0,1,0
12,28,0,Z,000,E,2.45,2,1,0,1,0
12,29,0,Z,000,E,1.41,1,1,0,1,0
12,30,0,Z,000,E,4.24,3,1,0,1,0
12,31,0,Z,000,E,3.74,3,1,0,1,0
12,32,0,Z,001,4:1,4.24,4,3,2,1,0
12,33,0,Z,000,E,1.41,1,1,0,1,0
12,34,0,Z,010,2:-2,4.69,3,5,4,1,0
12,35,0,Z,000,E,3.74,3,1,0,1,0
12,36,0,Z,100,E,2.83,2,1,0,1,0
12,37,0,Z,000,E,1.41,1,1,0,1,0
12,38,0,Z,000,E,1.41,1,1,0,1,0
12,39,0,Z,000,E,2.83,2,1,0,1,0
12,40,0,Z,000,E,3.74,3,1,0,1,0
12,41,0,Z,001,4:1,3.74,3,3,2,1,0
12,42,0,Z,000,E,2.83,2,1,0,1,0
12,43,0,Z,010,2:-2,2.45,2,5,4,1,0
12,44,0,Z,000,E,2.45,2,1,0,1,0
12,45,0,Z,100,E,2.83,2,1,0,1,0
12,46,0,Z,000,E,1.41,1,1,0,1,0
12,47,0,Z,001,4:1,2.45,2,3,2,0,1
12,48,0,Z,000,E,4.90,4,1,0,1,0
12,49,0,Z,010,2:-2,3.16,3,5,4,1,0
12,0,1,P,100,1:1,1.73,1,3,1,1,0
12,1,1,P,001,E,3.74,3,1,0,1,0
12,2,1,P,000,E,3.74,3,1,0,1,0
12,3,1,P,000,E,3.74,3,1,0,1,0
12,4,1,P,011,3:-2,3.74,3,5,4,1,0
12,5,1,P,000,E,1.41,1,1,0,1,0
12,6,1,P,100,1:1,1.73,1,3,1,1,0
12,7,1,P,010,3:-2,5.48,5,5,4,1,0
12,8,1,P,000,E,4.24,3,1,0,1,0
12,9,1,P,100,1:1,2.24,2,3,1,1,0
12,10,1,P,000,E,2.45,2,1,0,1,0
12,11,1,P,000,E,2.45,2,1,0,1,0
12,12,1,P,000,E,2.45,2,1,0,1,0
12,13,1,P,001,E,2.83,2,1,0,1,0
12,14,1,P,000,E,1.41,1,1,0,1,0
12,15,1,P,000,E,2.45,2,1,0,1,0
12,16,1,P,010,3:-2,3.74,3,5,4,1,0
12,17,1,P,000,E,2.45,2,1,0,1,0
12,18,1,P,100,1:1,2.24,2,3,1,1,0
12,19,1,P,001,E,0.00,0,1,0,0,1
12,20,1,P,000,E,1.41,1,1,0,1,0
12,21,1,P,000,E,4.24,3,1,0,1,0
12,22,1,P,011,3:-2,4.47,4,5,4,0,1
12,23,1,P,000,E,1.41,1,1,0,1,0
12,24,1,P,100,1:1,1.00,1,3,1,0,1
12,25,1,P,010,3:-2,4.47,4,5,4,0,1
12,26,1,P,000,E,2.45,2,1,0,1,0
12,27,1,P,100,1:1,1.73,1,3,1,1,0
12,28,1,P,000,E,2.83,2,1,0,1,0
12,29,1,P,000,E,1.41,1,1,0,1,0
12,30,1,P,000,E,2.45,2,1,0,1,0
12,31,1,P,001,E,2.83,2,1,0,1,0
12,32,1,P,000,E,1.41,1,1,0,1,0
12,33,1,P,000,E,3.74,3,1,0,1,0
12,34,1,P,010,3:-2,6.00,4,5,4,1,0
12,35,1,P,000,E,4.24,3,1,0,1,0
12,36,1,P,100,1:1,2.24,2,3,1,1,0
12,37,1,P,000,E,2.45,2,1,0,1,0
12,38,1,P,000,E,2.45,2,1,0,1,0
12,39,1,P,000,E,1.41,1,1,0,1,0
12,40,1,P,001,E,2.45,2,1,0,1,0
12,41,1,P,000,E,3.74,3,1,0,1,0
12,42,1,P,000,E,2.45,2,1,0,1,0
12,43,1,P,010,3:-2,3.74,3,5,4,1,0
12,44,1,P,000,E,3.74,3,1,0,1,0
12,45,1,P,100,1:1,2.24,2,3,1,1,0
12,46,1,P,001,E,0.00,0,1,0,0,1
12,47,1,P,000,E,1.41,1,1,0,1,0
12,48,1,P,000,E,3.74,3,1,0,1,0
12,49,1,P,011,3:-2,3.74,3,5,4,1,0
12,0,2,P,100,2:1,3.16,3,5,2,1,0
12,1,2,P,001,1:1,3.61,3,3,1,1,0
12,2,2,P,000,E,4.24,3,1,0,1,0
12,3,2,P,000,E,1.41,1,1,0,1,0
12,4,2,P,011,1:1|4:-2,4.12,3,8,4,1,0
12,5,2,P,000,E,3.74,3,1,0,1,0
12,6,2,P,100,2:1,3.74,3,5,2,1,0
12,7,2,P,010,4:-2,6.32,6,3,4,1,0
12,8,2,P,000,E,3.74,3,1,0,1,0
12,9,2,P,100,2:1,1.41,1,5,2,0,1
12,10,2,P,000,E,5.10,4,1,0,1,0
12,11,2,P,000,E,1.41,1,1,0,1,0
12,12,2,P,000,E,1.41,1,1,0,1,0
12,13,2,P,001,1:1,3.00,2,3,1,1,0
12,14,2,P,000,E,2.45,2,1,0,1,0
12,15,2,P,000,E,3.74,3,1,0,1,0
12,16,2,P,010,4:-2,5.48,5,3,4,1,0
12,17,2,P,000,E,1.41,1,1,0,1,0
12,18,2,P,100,2:1,2.45,2,5,2,1,0
12,19,2,P,001,1:1,2.24,2,3,1,1,0
12,20,2,P,000,E,2.45,2,1,0,1,0
12,21,2,P,000,E,5.10,4,1,0,1,0
12,22,2,P,011,1:1|4:-2,5.00,4,8,4,0,1
12,23,2,P,000,E,1.41,1,1,0,1,0
12,24,2,P,100,2:1,2.45,2,5,2,1,0
12,25,2,P,010,4:-2,5.83,5,3,4,1,0
12,26,2,P,000,E,1.41,1,1,0,1,0
12,27,2,P,100,2:1,3.16,3,5,2,1,0
12,28,2,P,000,E,4.90,4,1,0,1,0
12,29,2,P,000,E,1.41,1,1,0,1,0
12,30,2,P,000,E,1.41,1,1,0,1,0
12,31,2,P,001,1:1,3.00,2,3,1,1,0
12,32,2,P,000,E,2.45,2,1,0,1,0
12,33,2,P,000,E,5.10,4,1,0,1,0
12,34,2,P,010,4:-2,7.48,6,3,4,1,0
12,35,2,P,000,E,3.74,3,1,0,1,0
12,36,2,P,100,2:1,1.41,1,5,2,0,1
12,37,2,P,000,E,5.10,4,1,0,1,0
12,38,2,P,000,E,1.41,1,1,0,1,0
12,39,2,P,000,E,1.41,1,1,0,1,0
12,40,2,P,001,1:1,1.00,1,3,1,0,1
12,41,2,P,000,E,4.24,3,1,0,1,0
12,42,2,P,000,E,2.45,2,1,0,1,0
12,43,2,P,010,4:-2,5.48,5,3,4,1,0
12,44,2,P,000,E,2.45,2,1,0,1,0
12,45,2,P,100,2:1,1.41,1,5,2,0,1
12,46,2,P,001,1:1,2.24,2,3,1,1,0
12,47,2,P,000,E,1.41,1,1,0,1,0
12,48,2,P,000,E,1.41,1,1,0,1,0
12,49,2,P,011,1:1|4:-2,4.12,3,8,4,1,0
12,0,3,M,100,3:1,2.24,2,5,2,1,0
12,1,3,M,001,2:1,4.47,4,5,2,1,0
12,2,3,M,000,E,1.41,1,1,0,1,0
12,3,3,M,010,E,0.00,0,1,0,0,1
12,4,3,M,001,2:1,2.45,2,5,2,1,0
12,5,3,M,000,E,4.90,4,1,0,1,0
12,6,3,M,110,3:1,4.12,3,5,2,1,0
12,7,3,M,000,E,2.45,2,1,0,1,0
12,8,3,M,000,E,1.41,1,1,0,1,0
12,9,3,M,100,3:1,3.00,3,5,2,1,0
12,10,3,M,000,E,5.66,4,1,0,1,0
12,11,3,M,000,E,2.45,2,1,0,1,0
12,12,3,M,000,E,1.41,1,1,0,1,0
12,13,3,M,001,2:1,2.00,2,5,2,0,1
12,14,3,M,000,E,2.45,2,1,0,1,0
12,15,3,M,010,E,2.83,2,1,0,1,0
12,16,3,M,000,E,2.45,2,1,0,1,0
12,17,3,M,000,E,1.41,1,1,0,1,0
12,18,3,M,100,3:1,1.73,1,5,2,0,1
12,19,3,M,001,2:1,2.45,2,5,2,1,0
12,20,3,M,000,E,1.41,1,1,0,1,0
12,21,3,M,010,E,3.74,3,1,0,1,0
12,22,3,M,001,2:1,1.41,1,5,2,0,1
12,23,3,M,000,E,3.74,3,1,0,1,0
12,24,3,M,110,3:1,3.32,3,5,2,1,0
12,25,3,M,000,E,3.74,3,1,0,1,0
12,26,3,M,000,E,1.41,1,1,0,1,0
12,27,3,M,100,3:1,3.32,3,5,2,1,0
12,28,3,M,000,E,4.90,4,1,0,1,0
12,29,3,M,000,E,1.41,1,1,0,1,0
12,30,3,M,000,E,1.41,1,1,0,1,0
12,31,3,M,001,2:1,2.00,2,5,2,0,1
12,32,3,M,000,E,2.45,2,1,0,1,0
12,33,3,M,010,E,4.24,3,1,0,1,0
12,34,3,M,000,E,2.83,2,1,0,1,0
12,35,3,M,000,E,1.41,1,1,0,1,0
12,36,3,M,100,3:1,3.00,3,5,2,1,0
12,37,3,M,000,E,5.66,4,1,0,1,0
12,38,3,M,000,E,2.45,2,1,0,1,0
12,39,3,M,000,E,0.00,0,1,0,0,1
12,40,3,M,001,2:1,3.16,3,5,2,1,0
12,41,3,M,000,E,2.45,2,1,0,1,0
12,42,3,M,010,E,2.83,2,1,0,1,0
12,43,3,M,000,E,2.83,2,1,0,1,0
12,44,3,M,000,E,1.41,1,1,0,1,0
12,45,3,M,100,3:1,3.32,3,5,2,1,0
12,46,3,M,001,2:1,3.46,2,5,2,1,0
12,47,3,M,000,E,0.00,0,1,0,0,1
12,48,3,M,010,E,0.00,0,1,0,0,1
12,49,3,M,001,2:1,2.45,2,5,2,1,0
12,0,4,M,100,4:1,2.83,2,3,2,1,0
12,1,4,M,001,3:1,3.00,3,5,2,1,0
12,2,4,M,000,E,2.83,2,1,0,1,0
12,3,4,M,010,1:-2,1.41,1,3,2,1,0
12,4,4,M,001,3:1,4.12,3,5,2,1,0
12,5,4,M,000,E,3.74,3,1,0,1,0
12,6,4,M,110,1:-2|4:1,3.46,2,8,2,1,0
12,7,4,M,000,E,1.41,1,1,0,1,0
12,8,4,M,000,E,2.45,2,1,0,1,0
12,9,4,M,100,4:1,3.74,3,3,2,1,0
12,10,4,M,000,E,3.74,3,1,0,1,0
12,11,4,M,000,E,2.45,2,1,0,1,0
12,12,4,M,000,E,3.74,3,1,0,1,0
12,13,4,M,001,3:1,3.00,2,5,2,1,0
12,14,4,M,000,E,1.41,1,1,0,1,0
12,15,4,M,010,1:-2,2.45,2,3,2,1,0
12,16,4,M,000,E,2.45,2,1,0,1,0
12,17,4,M,000,E,3.74,3,1,0,1,0
12,18,4,M,100,4:1,3.16,3,3,2,1,0
12,19,4,M,001,3:1,2.24,2,5,2,0,1
12,20,4,M,000,E,1.41,1,1,0,1,0
12,21,4,M,010,1:-2,3.74,3,3,2,1,0
12,22,4,M,001,3:1,3.00,3,5,2,1,0
12,23,4,M,000,E,4.24,3,1,0,1,0
12,24,4,M,110,1:-2|4:1,3.16,3,8,2,1,0
12,25,4,M,000,E,2.45,2,1,0,1,0
12,26,4,M,000,E,2.45,2,1,0,1,0
12,27,4,M,100,4:1,2.45,2,3,2,1,0
12,28,4,M,000,E,2.45,2,1,0,1,0
12,29,4,M,000,E,2.45,2,1,0,1,0
12,30,4,M,000,E,3.74,3,1,0,1,0
12,31,4,M,001,3:1,3.00,2,5,2,1,0
12,32,4,M,000,E,1.41,1,1,0,1,0
12,33,4,M,010,1:-2,4.69,3,3,2,1,0
12,34,4,M,000,E,1.41,1,1,0,1,0
12,35,4,M,000,E,2.45,2,1,0,1,0
12,36,4,M,100,4:1,3.74,3,3,2,1,0
12,37,4,M,000,E,3.74,3,1,0,1,0
12,38,4,M,000,E,1.41,1,1,0,1,0
12,39,4,M,000,E,2.83,2,1,0,1,0
12,40,4,M,001,3:1,2.24,2,5,2,1,0
12,41,4,M,000,E,1.41,1,1,0,1,0
12,42,4,M,010,1:-2,2.00,2,3,2,0,1
12,43,4,M,000,E,1.41,1,1,0,1,0
12,44,4,M,000,E,2.45,2,1,0,1,0
12,45,4,M,100,4:1,3.74,3,3,2,1,0
12,46,4,M,001,3:1,2.24,2,5,2,0,1
12,47,4,M,000,E,2.83,2,1,0,1,0
12,48,4,M,010,1:-2,1.41,1,3,2,1,0
12,49,4,M,001,3:1,4.12,3,5,2,1,0
13,0,0,P,100,E,1.41,1,1,0,1,0
13,1,0,P,001,1:1,3.61,3,3,1,1,0
13,2,0,P,000,E,3.74,3,1,0,1,0
13,3,0,P,000,E,3.74,3,1,0,1,0
13,4,0,P,011,1:1|3:-2,3.61,3,11,4,1,0
13,5,0,P,000,E,1.41,1,1,0,1,0
13,6,0,P,100,E,2.45,2,1,0,1,0
13,7,0,P,010,3:-2,5.48,5,5,4,1,0
13,8,0,P,000,E,4.24,3,1,0,1,0
13,9,0,P,100,E,1.41,1,1,0,1,0
13,10,0,P,000,E,2.45,2,1,0,1,0
13,11,0,P,000,E,2.45,2,1,0,1,0
13,12,0,P,000,E,2.45,2,1,0,1,0
13,13,0,P,001,1:1,3.61,3,3,1,1,0
13,14,0,P,000,E,1.41,1,1,0,1,0
13,15,0,P,000,E,2.45,2,1,0,1,0
13,16,0,P,010,3:-2,3.74,3,5,4,1,0
13,17,0,P,000,E,2.45,2,1,0,1,0
13,18,0,P,100,E,1.41,1,1,0,1,0
13,19,0,P,001,1:1,1.00,1,3,1,0,1
